,Unnamed: 0,CaseOrder,Customer_id,Interaction,City,State,County,Zip,Lat,Lng,Population,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,item1,item2,item3,item4,item5,item6,item7,item8
5391,5392,5392,D76513,91bc8eb6-7d1f-4410-bcee-1259e1cba7ff,Poplar Bluff,MO,Butler,63902,36.76761,-90.4271,0,Urban,America/Chicago,Banker,1.0,42,Associate's Degree,Full Time,94042.03,Divorced,Male,No,10.42406,9,2,0.0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,No,Electronic Check,67.94385,230.9621,6182.784,5,4,4,4,5,5,4,3
5401,5402,5402,B250151,67e6926a-c2a1-4a11-a99e-dabafe8c2642,Grampian,PA,Clearfield,16838,40.99368,-78.64028,1833,Rural,America/New_York,IT technical support officer,1.0,78,"9th Grade to 12th Grade, No Diploma",Part Time,141362.6,Widowed,Female,No,10.23355,13,1,0.0,Yes,Two Year,No,Yes,None,Yes,No,No,Yes,No,Yes,No,No,Yes,Electronic Check,65.24071,115.8512,3382.424,2,3,3,5,4,3,3,3
5405,5406,5406,N502032,c47c3132-ea4d-40da-aace-b206083b3cc1,Heidelberg,MS,Jasper,39439,31.85486,-89.01243,4245,Suburban,America/Chicago,Tourism officer,2.0,26,"9th Grade to 12th Grade, No Diploma",Full Time,131834.1,Married,Male,No,41.08598,12,1,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Electronic Check,57.33843,213.6948,5228.37,4,3,4,3,5,3,5,3
5423,5424,5424,G441045,5c9e4bb0-0485-4911-b016-b20c70727488,Big Run,PA,Jefferson,15715,40.97016,-78.87619,451,Urban,America/New_York,"Teacher, early years/pre",1.0,53,Master's Degree,Student,87107.32,Divorced,Female,No,8.637282,11,2,1.0,Yes,Two Year,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No,Yes,Electronic Check,61.50313,162.6159,5419.935,5,5,4,4,4,4,4,3
5431,5432,5432,K570116,9ce472d7-4efb-43fc-94ff-a08147ed6d22,Lyons,MI,Ionia,48851,42.95567,-84.93978,2146,Suburban,America/Detroit,Special educational needs teacher,0.0,60,"Some College, Less than 1 Year",Part Time,111892.6,Never Married,Female,No,11.5675,6,0,1.0,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,No,No,Yes,No,Yes,No,Mailed Check,57.31946,140.699,5312.13,2,2,3,4,3,3,3,3
5432,5433,5433,F904069,810045ff-1f32-4fb5-a74a-22c3263ae89c,Hoolehua,HI,Maui,96729,21.16773,-157.1142,1191,Urban,Pacific/Honolulu,"Geneticist, molecular",1.0,53,Master's Degree,Full Time,84596.35,Married,Female,No,7.121063,10,1,0.0,No,One year,No,Yes,Fiber Optic,Yes,No,No,No,No,Yes,No,No,No,Electronic Check,71.93473,123.6831,3382.424,2,2,3,2,4,3,3,2
5448,5449,5449,C749771,6a989f7b-bd4f-4a5c-89a3-3584ee82d8f1,Pinellas Park,FL,Pinellas,33782,27.85987,-82.70841,23052,Suburban,America/New_York,Illustrator,0.0,59,Associate's Degree,Unemployed,115405.2,Never Married,Female,No,10.31104,15,2,1.0,No,Month-to-month,Yes,No,None,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Bank Transfer(automatic),65.78,232.3063,6054.367,4,6,4,3,4,4,3,5
5453,5454,5454,C468489,bb3f3fbf-40cc-4e31-bd10-2f26e919858b,Patrick Springs,VA,Patrick,24133,36.6697,-80.13442,2401,Suburban,America/New_York,Secondary school teacher,3.0,68,"Some College, 1 or More Years, No Degree",Full Time,87243.94,Widowed,Female,No,11.52046,11,1,1.0,No,Month-to-month,Yes,No,None,No,Yes,No,Yes,No,No,No,Yes,No,Credit Card (automatic),38.28807,169.9627,3491.784,3,3,3,4,4,4,5,6
5464,5465,5465,I392175,bac43d66-db2f-46c6-8e12-f1a7eda8409a,Nashua,IA,Chickasaw,50658,42.95699,-92.53562,2301,Suburban,America/Chicago,Primary school teacher,9.0,77,Regular High School Diploma,Student,124735.8,Never Married,Male,No,35.6453,13,0,2.0,No,Two Year,No,No,Fiber Optic,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Mailed Check,53.04753,293.5347,5276.196,4,5,4,5,3,4,3,4
5469,5470,5470,B717178,c65fc1c3-e1cf-4031-844c-73d4c0ab19f9,New Hampton,NH,Belknap,3256,43.62434,-71.63353,2333,Rural,America/New_York,Merchant navy officer,1.0,51,GED or Alternative Credential,Full Time,87206.32,Married,Female,No,13.18949,10,1,0.0,No,Month-to-month,Yes,No,None,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Mailed Check,61.3125,153.035,5460.921,4,4,3,3,5,3,3,4
5478,5479,5479,V631811,b243cc55-9a18-4775-84a9-7d8377150730,Houston,TX,Harris,77071,29.65293,-95.52028,28558,Rural,America/Chicago,Hospital doctor,1.0,76,"9th Grade to 12th Grade, No Diploma",Full Time,81311.64,Divorced,Male,No,12.97192,13,1,0.0,No,Two Year,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Electronic Check,59.27489,151.5156,5385.903,4,4,3,4,1,3,4,5
5517,5518,5518,U136415,76f65b66-16da-40bd-ba81-3683eafc5404,Buckatunna,MS,Wayne,39322,31.58409,-88.53432,1569,Suburban,America/Chicago,"Surveyor, planning and development",7.0,33,Bachelor's Degree,Unemployed,82263.4,Divorced,Male,No,10.83578,12,2,0.0,No,One year,No,No,DSL,Yes,No,Yes,Yes,No,Yes,No,No,No,Bank Transfer(automatic),57.49209,130.1516,5646.886,2,3,3,4,3,3,4,3
5521,5522,5522,D728533,d2bc74d2-2cc0-4dd8-9d1c-e9e5b8ea8a17,Towaco,NJ,Morris,7082,40.92642,-74.34534,5192,Suburban,America/New_York,Estate manager/land agent,1.0,53,Bachelor's Degree,Part Time,116303.0,Divorced,Female,No,13.65046,8,2,0.0,No,Two Year,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Mailed Check,36.19603,163.1291,4771.496,3,3,3,3,4,4,4,1
5535,5536,5536,U207712,b24be9a8-e819-48e9-ae4d-cd7db185a354,Bethany,WV,Brooke,26032,40.19612,-80.54318,1116,Rural,America/New_York,Television production assistant,0.0,22,Regular High School Diploma,Full Time,96339.25,Married,Male,No,8.842489,10,1,0.0,No,Two Year,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Credit Card (automatic),56.54286,138.671,4967.342,3,3,4,6,3,3,2,3
5545,5546,5546,I87541,aab2fea9-8dc5-4fca-9c7b-8e8019077ec5,Manitou,OK,Tillman,73555,34.50175,-98.96299,160,Suburban,America/Chicago,"Journalist, newspaper",0.0,71,Bachelor's Degree,Full Time,94076.08,Widowed,Female,No,7.735206,12,1,1.0,No,Two Year,No,Yes,DSL,No,Yes,Yes,No,No,No,No,Yes,No,Electronic Check,36.19603,162.5953,4318.756,2,2,3,3,4,3,3,3
5552,5553,5553,Z353889,3e78b8b1-cd80-4a6e-bfb7-84ac451ca6fa,Crowley,LA,Acadia,70526,30.21021,-92.37984,17989,Urban,America/Chicago,Research scientist (maths),2.0,29,Regular High School Diploma,Part Time,80683.44,Divorced,Male,No,12.69114,14,2,0.0,No,One year,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Credit Card (automatic),58.60767,173.3728,5350.192,4,3,3,2,5,3,2,5
5553,5554,5554,H710205,19ce6c55-c28e-485a-9077-5bc0dc408c03,Santa Clara,CA,Santa Clara,95053,37.34874,-121.9376,3678,Urban,America/Los_Angeles,Environmental manager,0.0,53,Regular High School Diploma,Full Time,131647.5,Married,Male,No,10.43275,12,0,0.0,No,Month-to-month,No,Yes,DSL,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Credit Card (automatic),61.38199,163.139,5782.143,4,5,5,3,5,4,4,4
5567,5568,5568,A118391,d59f2296-8c83-4e5d-994c-52e3b48e0bc6,Dix,IL,Jefferson,62830,38.44685,-88.96332,1245,Urban,America/Chicago,Financial controller,1.0,53,Doctorate Degree,Student,100029.1,Separated,Male,Yes,16.97478,11,0,0.0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Yes,Yes,Electronic Check,41.8312,188.387,4518.564,6,5,4,4,3,4,3,5
5574,5575,5575,A132981,4fe1b3a2-688f-4f6a-a8b4-04386385ac29,Houston,TX,Harris,77051,29.6562,-95.38015,17052,Rural,America/Chicago,Neurosurgeon,1.0,53,Regular High School Diploma,Full Time,98072.18,Never Married,Male,No,4.190413,11,1,0.0,No,Two Year,No,No,DSL,Yes,Yes,No,No,Yes,No,Yes,No,No,Credit Card (automatic),62.20987,162.921,5815.858,5,4,5,4,3,4,5,7
5577,5578,5578,C678911,1f62a61f-7577-40c4-bf10-09505451eef7,Hornsby,TN,Hardeman,38044,35.20535,-88.80319,772,Urban,America/Chicago,"Research officer, trade union",0.0,53,Bachelor's Degree,Full Time,95564.57,Separated,Female,No,9.307071,10,3,0.0,No,Month-to-month,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Bank Transfer(automatic),59.86174,143.7042,5592.353,5,4,6,2,4,4,3,3
5583,5584,5584,X860092,1816cd38-5adf-4542-b0a2-21f6b25195ab,Monterey,TN,Putnam,38574,36.13736,-85.23317,8377,Rural,America/Chicago,"Designer, graphic",2.0,53,"Some College, 1 or More Years, No Degree",Full Time,160862.9,Divorced,Male,No,1.599049,11,1,2.0,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Credit Card (automatic),63.28283,190.5816,3382.424,5,4,4,3,3,5,5,4
5587,5588,5588,M716527,ad1a7a15-e5ac-46d7-87fe-30402ffaad5c,Etoile,TX,Nacogdoches,75944,31.33734,-94.38859,1265,Suburban,America/Chicago,Systems analyst,3.0,53,Regular High School Diploma,Full Time,79363.76,Never Married,Female,Yes,11.27789,13,0,0.0,No,Month-to-month,No,No,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Credit Card (automatic),60.34933,214.0541,6009.464,5,4,5,2,5,3,4,3
5603,5604,5604,D861252,f7830f07-20c7-4b18-8692-9b4cca9c61ed,Gainesville,GA,Hall,30506,34.35006,-83.89365,44468,Urban,America/New_York,"Surveyor, hydrographic",8.0,50,Associate's Degree,Full Time,116562.7,Widowed,Male,No,8.461763,18,1,0.0,No,One year,No,Yes,DSL,Yes,No,Yes,No,No,No,Yes,No,Yes,Electronic Check,47.17819,119.0823,4839.104,3,2,2,1,4,3,3,2
5608,5609,5609,C68339,4ceefebe-b94f-4646-8cb5-ba759f13fb12,Neosho,WI,Dodge,53059,43.28865,-88.52968,1833,Urban,America/Chicago,"Doctor, general practice",4.0,41,Associate's Degree,Full Time,106862.5,Married,Female,Yes,8.140609,10,1,0.0,No,One year,No,No,None,Yes,No,No,No,No,No,Yes,Yes,Yes,Electronic Check,39.61469,175.2673,3851.448,1,2,2,5,2,2,3,3
5612,5613,5613,V571379,bb93a817-07ab-4745-8f17-e4b081629745,Larchmont,NY,Westchester,10538,40.93794,-73.75668,16545,Urban,America/New_York,"Surveyor, quantity",8.0,19,"9th Grade to 12th Grade, No Diploma",Full Time,93517.61,Separated,Male,No,11.67729,13,1,0.0,No,One year,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,No,Yes,Electronic Check,66.00869,123.7857,6319.838,4,3,3,2,4,2,3,3
5660,5661,5661,F758869,3b95c3e4-764e-496a-b639-0ca868bf20bf,Richmondville,NY,Schoharie,12149,42.61828,-74.56494,2388,Urban,America/New_York,"Geologist, wellsite",0.0,38,Regular High School Diploma,Full Time,92352.67,Married,Female,No,7.426122,20,2,1.0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Electronic Check,61.18403,187.0878,5502.689,5,3,3,2,5,3,4,4
5678,5679,5679,R310574,d44ccc0a-219c-4437-8357-379f7bac9574,Lakeville,MA,Plymouth,2347,41.83127,-70.95914,11335,Rural,America/New_York,Social researcher,1.0,56,Regular High School Diploma,Full Time,135516.9,Separated,Male,No,12.20045,10,0,0.0,No,Month-to-month,No,No,DSL,Yes,No,Yes,No,No,No,No,Yes,No,Credit Card (automatic),68.32614,130.1324,6335.855,5,4,4,5,4,3,5,4
5687,5688,5688,O230445,54030ea0-82e3-4542-a138-417fa3bcece4,Princeton,WI,Green Lake,54968,43.84918,-89.13054,2813,Rural,America/Chicago,"Teacher, music",2.0,22,Bachelor's Degree,Part Time,103625.1,Never Married,Female,No,10.15825,11,1,0.0,No,One year,No,No,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Yes,Electronic Check,70.30403,147.321,6069.194,4,4,4,4,3,4,5,4
5694,5695,5695,M258307,638ceb4b-8fb8-4656-b5bb-de817d6db704,Charlottesville,IN,Hancock,46117,39.81719,-85.61762,690,Rural,America/Indiana/Indianapolis,Ship broker,1.0,53,Professional School Degree,Part Time,91971.88,Widowed,Female,No,10.58277,12,0,0.0,No,One year,No,No,None,No,Yes,No,No,No,Yes,Yes,No,Yes,Electronic Check,63.15946,151.4965,5417.867,3,2,4,3,4,4,3,4
5700,5701,5701,U367869,6b7803b7-3d98-4cb6-9084-6238d259cbd0,Quinlan,TX,Hunt,75474,32.91953,-96.10899,14744,Suburban,America/Chicago,"Surveyor, insurance",0.0,20,Bachelor's Degree,Student,94995.33,Separated,Female,No,8.806116,11,1,0.0,No,Month-to-month,Yes,No,None,Yes,No,No,No,No,Yes,No,Yes,Yes,Credit Card (automatic),70.62907,128.3241,6045.139,5,6,6,4,5,4,4,4
5708,5709,5709,L937805,d289b6a1-1358-41a2-84b6-7b8a6a7dac93,Dwight,NE,Butler,68635,41.08247,-97.01491,452,Rural,America/Chicago,Exercise physiologist,1.0,53,Associate's Degree,Unemployed,110579.2,Divorced,Female,No,11.01562,10,0,0.0,No,Month-to-month,No,No,None,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Electronic Check,55.69627,210.5443,5230.495,2,2,3,2,5,1,2,2
5713,5714,5714,G121569,c131b875-6354-4a5c-94c8-a0b4e0bf8569,York,PA,York,17402,39.95892,-76.65921,37476,Urban,America/New_York,Aeronautical engineer,0.0,53,"9th Grade to 12th Grade, No Diploma",Full Time,87268.6,Widowed,Male,No,8.174289,17,4,0.0,No,One year,No,No,None,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bank Transfer(automatic),54.69435,257.5536,5298.949,4,4,4,3,2,4,3,3
5765,5766,5766,P869138,3be775d8-1242-43cb-8830-f527de46ca1e,Tubac,AZ,Santa Cruz,85646,31.60616,-110.9902,1286,Rural,America/Phoenix,Television production assistant,1.0,53,Doctorate Degree,Part Time,78464.32,Widowed,Male,Yes,6.730389,7,1,1.0,No,Month-to-month,Yes,No,None,Yes,No,No,No,No,No,Yes,Yes,No,Electronic Check,52.29353,173.9516,4797.122,3,3,3,2,6,2,4,2
5791,5792,5792,A878705,2e89cc07-a43a-4253-bb98-093847aad9a9,Tenakee Springs,AK,Hoonah-Angoon,99841,57.79433,-135.1849,155,Suburban,America/Juneau,"Designer, multimedia",1.0,28,Bachelor's Degree,Full Time,93285.19,Widowed,Female,No,7.44466,12,1,0.0,No,Month-to-month,No,No,None,Yes,No,Yes,Yes,No,No,No,No,No,Bank Transfer(automatic),61.29358,104.6399,5289.954,3,2,4,2,4,2,3,3
5801,5802,5802,Z110883,0e78faa9-b722-403b-9c6a-b91f2d4f78fe,Chicora,PA,Butler,16025,40.94468,-79.75638,5237,Suburban,America/New_York,"Surveyor, planning and development",1.0,53,Regular High School Diploma,Retired,212255.3,Never Married,Female,No,9.833934,10,0,1.0,Yes,Month-to-month,No,No,None,Yes,No,No,No,No,No,Yes,No,No,Electronic Check,58.50278,106.4319,5080.068,3,3,3,4,4,3,4,3
5852,5853,5853,R892929,772a6a21-fabd-41a6-9bcd-3d18635eff4d,Island Park,NY,Nassau,11558,40.60481,-73.64927,8217,Urban,America/New_York,Early years teacher,1.0,60,Regular High School Diploma,Retired,120330.5,Separated,Male,No,9.975881,11,2,1.0,Yes,One year,Yes,Yes,None,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Electronic Check,40.76616,184.9362,3832.149,5,4,5,3,3,4,4,3
5853,5854,5854,I164804,197acd7f-3788-466f-b5ad-98d79281d328,Cavendish,VT,Windsor,5142,43.403,-72.58629,741,Urban,America/New_York,Investment analyst,1.0,21,GED or Alternative Credential,Full Time,97769.66,Never Married,Female,No,5.864766,16,1,0.0,No,Two Year,Yes,No,None,Yes,No,No,Yes,No,Yes,No,Yes,No,Mailed Check,60.54883,150.6874,5617.743,4,3,4,3,5,2,2,2
5863,5864,5864,V226473,ab99d8af-51c1-4b29-a2dc-bfbe59739741,Tulelake,CA,Siskiyou,96134,41.83835,-121.4066,1918,Suburban,America/Los_Angeles,"Engineer, civil (contracting)",0.0,19,Regular High School Diploma,Full Time,82296.19,Married,Female,No,10.728,8,1,1.0,Yes,Two Year,No,No,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Bank Transfer(automatic),70.00887,173.1693,6127.722,3,2,4,3,3,2,3,2
5884,5885,5885,Q404599,a8fd191d-48a9-4105-87aa-f07970e28b8b,North Myrtle Beach,SC,Horry,29582,33.83412,-78.66111,16548,Rural,America/New_York,Oceanographer,2.0,88,Master's Degree,Full Time,81253.97,Married,Female,No,8.956276,14,2,0.0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Bank Transfer(automatic),57.18854,160.6976,4801.929,5,5,4,4,3,5,5,6
5903,5904,5904,W929433,b206aa08-15ae-4c39-8d35-59d63339f0fd,Oklahoma City,OK,Oklahoma,73149,35.38942,-97.48932,5082,Rural,America/Chicago,Paediatric nurse,1.0,78,Regular High School Diploma,Full Time,84969.58,Never Married,Female,No,8.164749,10,1,1.0,No,One year,Yes,No,None,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Bank Transfer(automatic),55.67612,109.1519,4661.219,4,5,5,5,2,4,4,4
5904,5905,5905,I74544,498fe528-c418-44fd-8d84-5db94c4b8855,Hillsborough,NC,Orange,27278,36.08601,-79.08617,26054,Urban,America/New_York,Statistician,1.0,35,"Some College, Less than 1 Year",Full Time,92162.79,Married,Female,No,13.37838,10,0,1.0,Yes,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,No,Yes,No,No,No,Yes,Electronic Check,67.97028,128.3091,5805.234,3,2,3,3,4,3,2,4
5907,5908,5908,O111039,e8acd757-deb1-4382-9e91-0d0443911145,Hingham,MA,Plymouth,2043,42.21678,-70.88499,23298,Rural,America/New_York,"Engineer, petroleum",1.0,72,"Some College, Less than 1 Year",Full Time,108982.2,Married,Female,No,10.36312,11,0,1.0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,No,No,No,No,Electronic Check,36.19603,92.89966,5733.797,3,3,4,3,3,3,4,2
5924,5925,5925,V417569,f4b54fde-5f3f-411e-b4ac-0d16d2c8ae12,Forkland,AL,Greene,36740,32.62732,-87.84017,1347,Rural,America/Chicago,Recruitment consultant,4.0,58,Associate's Degree,Full Time,103476.1,Separated,Female,No,11.67303,8,3,0.0,No,One year,Yes,No,DSL,Yes,No,No,No,Yes,No,No,Yes,Yes,Credit Card (automatic),36.19603,140.3462,5084.851,3,5,3,5,3,5,5,4
5945,5946,5946,G428791,49e1ff1b-9ba5-4d3b-933d-653211742bbb,New Madrid,MO,New Madrid,63869,36.59589,-89.48586,3456,Urban,America/Chicago,Artist,1.0,87,Regular High School Diploma,Full Time,100352.4,Married,Female,No,42.61681,13,3,0.0,No,Month-to-month,No,No,None,Yes,No,No,Yes,No,No,No,No,Yes,Electronic Check,58.66502,145.1673,4810.256,3,4,3,3,4,4,3,3
5959,5960,5960,S571014,1522a489-68f5-4d7f-9fd9-79a9d9c817bb,Summerfield,FL,Marion,34491,28.9965,-82.04473,24936,Rural,America/New_York,"Therapist, music",0.0,70,"Some College, 1 or More Years, No Degree",Full Time,105022.5,Never Married,Female,No,10.83392,12,1,1.0,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,Yes,No,No,Yes,Electronic Check,55.47474,158.0506,3382.424,4,3,4,4,3,5,4,4
5960,5961,5961,G932654,67b63c1f-078c-4337-a310-7ca9b8d7356c,Hickory Valley,TN,Hardeman,38042,35.1474,-89.13854,726,Urban,America/Chicago,Games developer,0.0,42,Master's Degree,Part Time,95075.46,Divorced,Male,No,12.54238,17,1,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,No,No,No,No,No,Electronic Check,56.12583,134.2183,4796.917,3,4,3,2,4,2,3,3
5969,5970,5970,E558257,2f58fb99-390d-4195-afab-31603bd85831,Moncure,NC,Chatham,27559,35.63173,-79.10088,2225,Suburban,America/New_York,Banker,2.0,53,Master's Degree,Full Time,102806.5,Widowed,Male,No,11.43918,10,0,0.0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,Bank Transfer(automatic),68.37603,134.2427,5744.21,2,2,2,4,2,4,4,3
5975,5976,5976,N198289,f1210171-12c9-47fb-a1cd-25a37f3a88af,Matlock,WA,Mason,98560,47.30752,-123.4189,179,Rural,America/Los_Angeles,Exercise physiologist,1.0,53,Bachelor's Degree,Full Time,81454.54,Married,Female,Yes,7.242311,11,0,1.0,No,Month-to-month,No,No,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Mailed Check,45.09378,223.6558,4723.125,5,4,5,3,3,5,4,5
5989,5990,5990,W469499,2cf6066e-96fc-44bb-aa99-f29d16fc508c,Bristol,RI,Bristol,2809,41.68271,-71.2694,22258,Suburban,America/New_York,Quantity surveyor,1.0,32,No Schooling Completed,Full Time,84409.23,Never Married,Male,No,6.928474,12,0,0.0,No,Two Year,No,No,None,Yes,No,No,No,Yes,Yes,No,No,No,Mailed Check,64.19903,105.66,5517.467,3,3,3,4,4,5,5,4
6029,6030,6030,R563759,d3460a97-e758-4cc8-bf85-2659efece696,Castle Rock,CO,Douglas,80108,39.44552,-104.853,27101,Rural,America/Denver,Set designer,0.0,82,Master's Degree,Full Time,86574.82,Divorced,Female,No,9.734697,11,1,0.0,No,Month-to-month,No,No,None,Yes,Yes,No,No,Yes,No,No,No,No,Mailed Check,63.86174,125.018,5280.456,2,3,2,3,4,4,3,4
6034,6035,6035,N720342,7847e118-3983-4af0-8975-30ff9b158257,Dahlgren,VA,King George,22448,38.3405,-77.03217,649,Suburban,America/New_York,"Lighting technician, broadcasting/film/video",1.0,53,"Some College, Less than 1 Year",Full Time,131680.1,Married,Female,Yes,11.97712,12,0,0.0,Yes,Month-to-month,No,Yes,None,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Bank Transfer(automatic),58.36624,181.7364,5321.728,2,3,3,3,3,2,3,3
6040,6041,6041,Q879197,20593092-f5c5-4f4b-864f-ee9283dfce6a,Lawrence,MA,Essex,1843,42.68984,-71.16097,25454,Rural,America/New_York,Private music teacher,4.0,63,Regular High School Diploma,Student,106634.6,Never Married,Female,No,43.50254,14,1,0.0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Credit Card (automatic),60.75598,214.3568,5788.907,3,3,3,4,4,2,3,3
6100,6101,6101,I267902,d2dfef03-34e4-4761-804f-8def2514c46d,Springfield,MO,Greene,65810,37.11738,-93.31724,22744,Suburban,America/Chicago,Corporate treasurer,1.0,40,"9th Grade to 12th Grade, No Diploma",Unemployed,115239.5,Married,Male,No,9.765704,17,0,0.0,No,Month-to-month,Yes,Yes,None,Yes,No,No,Yes,No,No,No,No,Yes,Bank Transfer(automatic),36.19603,103.4662,4246.521,3,3,4,3,3,3,3,2
6130,6131,6131,S753517,e8c5c49c-a54e-4d91-bcf9-50ac0121f95d,Santa Ynez,CA,Santa Barbara,93460,34.64865,-120.0245,4929,Rural,America/Los_Angeles,Industrial/product designer,1.0,53,"Some College, Less than 1 Year",Part Time,167846.0,Separated,Prefer not to answer,No,11.99221,7,3,1.0,No,One year,No,No,DSL,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Mailed Check,62.6686,183.5283,5901.899,2,2,1,3,3,3,3,2
6136,6137,6137,E536348,5c09bb61-c75e-42e5-abf2-934f88956abf,North Freedom,WI,Sauk,53951,43.39197,-89.87219,2288,Rural,America/Chicago,Therapeutic radiographer,4.0,53,Regular High School Diploma,Part Time,132149.5,Separated,Female,No,7.301931,10,1,0.0,No,Two Year,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Electronic Check,47.34761,258.7898,3382.424,2,3,2,3,4,3,4,4
6137,6138,6138,I553384,92625bd1-ef46-4472-99ef-f3d9747dbd6f,Kirtland Afb,NM,Bernalillo,87117,35.02009,-106.5501,361,Suburban,America/Denver,Special educational needs teacher,1.0,34,"9th Grade to 12th Grade, No Diploma",Full Time,113595.2,Divorced,Male,No,6.533628,8,1,2.0,No,Two Year,No,No,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Mailed Check,63.66258,235.3706,6396.484,4,5,4,3,4,4,5,4
6139,6140,6140,O574163,bd39e25e-032a-458f-a70c-2822766080f6,Wilbur,OR,Douglas,97494,43.33038,-123.328,36,Rural,America/Los_Angeles,"Engineer, production",1.0,71,Bachelor's Degree,Full Time,82500.7,Divorced,Male,No,15.1878,11,1,0.0,No,One year,No,No,DSL,Yes,No,No,Yes,Yes,No,Yes,No,No,Mailed Check,71.01166,152.5417,6580.77,3,3,3,4,3,3,4,4
6155,6156,6156,H368190,d17d8f53-9600-417d-963e-24b7e585a2d1,Unionville,VA,Orange,22567,38.23435,-77.9237,3079,Suburban,America/New_York,Radiation protection practitioner,1.0,53,"Some College, Less than 1 Year",Student,129787.2,Never Married,Male,No,10.97408,11,0,0.0,No,Two Year,No,No,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Bank Transfer(automatic),57.1124,111.7607,3382.424,4,3,3,4,5,3,4,5
6170,6171,6171,P535033,9cb5422b-9412-4589-b169-112b6100959d,Greenfield,MA,Franklin,1301,42.62406,-72.60401,17713,Rural,America/New_York,Aeronautical engineer,1.0,27,Associate's Degree,Full Time,103510.7,Widowed,Female,No,13.03679,11,3,0.0,No,Two Year,Yes,No,DSL,Yes,No,No,Yes,No,Yes,No,No,Yes,Electronic Check,63.67919,129.6243,5831.319,4,4,4,4,5,3,4,4
6172,6173,6173,U76820,36b29a59-1828-4b2a-a48b-0ce2da19b4fa,Clinton,OK,Custer,73601,35.48715,-98.96583,10238,Suburban,America/Chicago,Manufacturing engineer,2.0,84,Regular High School Diploma,Full Time,105193.1,Divorced,Male,No,7.922365,9,0,0.0,No,Two Year,No,No,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes,No,Credit Card (automatic),44.55455,163.2725,3998.697,2,3,3,5,1,4,3,4
6176,6177,6177,J586788,e7dad441-08dc-4afa-b37b-845d9915249f,Hawkins,TX,Wood,75765,32.64159,-95.23516,7292,Suburban,America/Chicago,Surgeon,2.0,84,Bachelor's Degree,Full Time,80205.9,Divorced,Female,No,8.986645,15,1,1.0,No,Month-to-month,Yes,Yes,None,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Bank Transfer(automatic),50.56974,222.8279,4729.989,2,3,2,4,4,3,2,3
