,Unnamed: 0,CaseOrder,Customer_id,Interaction,City,State,County,Zip,Lat,Lng,Population,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,item1,item2,item3,item4,item5,item6,item7,item8
4091,4092,4092,A270578,fa474afa-8b85-45e6-8ffa-8b9275b0307c,Danbury,CT,Fairfield,6811,41.42442,-73.48159,32388,Rural,America/New_York,Chartered loss adjuster,1.0,53,Bachelor's Degree,Retired,50390.91,Widowed,Female,No,14.62555,10,5,0.0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Bank Transfer(automatic),11.88029,170.673,1335.552,4,5,4,4,4,3,4,5
4105,4106,4106,V386022,f404394f-67a5-4fd1-98f0-8ca5b525e9cb,Everett,MA,Middlesex,2149,42.40642,-71.05447,45596,Suburban,America/New_York,Chartered accountant,3.0,53,"Some College, Less than 1 Year",Part Time,33186.785,Separated,Female,Yes,5.437093,13,0,1.0,Yes,One year,No,No,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Credit Card (automatic),27.47595,254.3401,3452.422,3,2,4,6,2,4,2,5
4125,4126,4126,I529765,02c92ccf-8a1a-473c-bbe4-21d3a8071d91,Alexandria,VA,Fairfax,22312,38.81647,-77.15362,33786,Suburban,America/New_York,"Engineer, technical sales",3.0,76,"9th Grade to 12th Grade, No Diploma",Full Time,33186.785,Never Married,Male,Yes,8.491125,16,1,0.0,No,Month-to-month,Yes,No,None,Yes,Yes,No,No,No,No,Yes,No,Yes,Credit Card (automatic),8.032262,136.7212,975.656,3,4,4,6,2,3,5,5
4143,4144,4144,C910043,33776913-7ab7-4cca-ac6f-35ff40493248,Hollywood,FL,Broward,33023,25.98941,-80.21534,73671,Suburban,America/New_York,Film/video editor,2.0,27,Bachelor's Degree,Full Time,12211.88,Never Married,Male,No,10.34837,15,0,0.0,No,Two Year,No,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Electronic Check,1.887597,170.5868,628.4064,2,2,2,4,4,2,4,2
4149,4150,4150,X868309,aa30daa5-c381-4bf1-bcc0-39d2652ec073,Arlington,TX,Tarrant,76013,32.72033,-97.15646,33760,Urban,America/Chicago,Metallurgist,4.0,53,Bachelor's Degree,Retired,61117.27,Married,Female,No,9.688944,13,1,1.0,No,One year,No,No,Fiber Optic,Yes,No,Yes,No,Yes,No,No,No,Yes,Electronic Check,10.573,126.7164,1089.663,3,2,2,3,5,3,4,4
4150,4151,4151,V316726,aece9614-c178-4bd9-9763-ee1e8521918a,Sonoma,CA,Sonoma,95476,38.2486,-122.4571,36792,Rural,America/Los_Angeles,Jewellery designer,3.0,53,Bachelor's Degree,Full Time,14656.97,Widowed,Female,No,8.591281,17,0,0.0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,No,No,No,No,No,No,Mailed Check,10.36378,128.7161,1471.541,2,4,3,4,3,3,3,5
4177,4178,4178,T227733,254ff54c-bf6a-4431-81e9-91a28f4431bc,Cambridge,MA,Middlesex,2139,42.36253,-71.10302,38272,Suburban,America/New_York,Careers adviser,4.0,64,Regular High School Diploma,Retired,52638.57,Widowed,Male,Yes,7.90574,12,0,0.0,No,Two Year,No,No,None,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Mailed Check,1.60558,233.4362,949.8531,5,5,5,5,2,4,4,3
4179,4180,4180,Q253167,a3ebcbb1-ee1c-4f10-ab73-acfd3b02b9a0,Jackson,TN,Madison,38301,35.58601,-88.85286,33168,Urban,America/Chicago,General practice doctor,2.0,59,Nursery School to 8th Grade,Full Time,11109.83,Married,Male,No,13.57582,11,1,1.0,No,Two Year,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Electronic Check,8.450712,210.7175,1224.408,3,3,3,3,4,2,4,3
4187,4188,4188,E249601,c7e51422-642e-45c3-a174-7027e906d6bc,Gilbert,AZ,Maricopa,85295,33.30544,-111.7408,45763,Rural,America/Phoenix,Social researcher,0.0,73,Bachelor's Degree,Full Time,50730.53,Separated,Female,No,13.62768,10,0,0.0,No,One year,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Mailed Check,36.19603,181.8546,422.3998,4,4,4,5,3,6,5,4
4198,4199,4199,W238332,1f873e44-ae6e-48fd-8b83-068fbecd469f,Howell,MI,Livingston,48843,42.56904,-83.92629,45910,Suburban,America/Detroit,Architectural technologist,1.0,53,"Some College, 1 or More Years, No Degree",Retired,28423.59,Divorced,Female,No,2.899173,13,2,1.0,Yes,One year,No,No,DSL,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Mailed Check,5.102617,132.9,1109.205,3,2,4,3,4,4,2,2
4199,4200,4200,J126163,db38300e-a6af-482c-8d84-99487a5c0c9e,Phoenix,AZ,Maricopa,85043,33.43242,-112.1965,39757,Rural,America/Phoenix,"Secretary, company",2.0,87,Bachelor's Degree,Full Time,33186.785,Divorced,Female,No,13.3869,11,0,1.0,No,Two Year,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Yes,Mailed Check,4.61822,169.694,567.9194,4,4,4,3,3,3,4,5
4243,4244,4244,J522256,43544140-72c7-49fb-aa89-9e26ebf1dce4,San Francisco,CA,San Francisco,94121,37.77651,-122.4945,43795,Suburban,America/Los_Angeles,Building surveyor,4.0,75,Doctorate Degree,Full Time,9479.49,Separated,Female,No,9.355825,13,1,0.0,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,Yes,Electronic Check,9.079335,147.1841,959.8322,3,3,3,3,3,4,2,4
4245,4246,4246,U200056,ba607562-2727-42ec-81c0-fd0095c1af01,Fairfax,VA,Fairfax,22033,38.87529,-77.38456,40170,Suburban,America/New_York,"Administrator, sports",1.0,52,"Some College, 1 or More Years, No Degree",Full Time,8122.26,Married,Male,No,12.50465,7,4,0.0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,No,Electronic Check,17.13675,172.0702,1707.992,3,4,3,2,3,2,2,3
4256,4257,4257,A233218,8f651e93-5d04-40c7-bd0f-66f8c465d151,Lincoln,NE,Lancaster,68516,40.73488,-96.64258,44460,Urban,America/Chicago,Clinical psychologist,1.0,76,"Some College, Less than 1 Year",Full Time,15610.48,Separated,Female,No,14.78225,12,1,0.0,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No,Yes,Mailed Check,23.81965,150.273,2389.305,3,4,4,3,5,4,4,3
4261,4262,4262,T762967,9c332220-00fc-4745-af71-040056957bc0,Fort Lauderdale,FL,Broward,33312,26.0883,-80.18163,53552,Suburban,America/New_York,Radio broadcast assistant,0.0,53,Nursery School to 8th Grade,Full Time,33186.785,Separated,Female,Yes,12.45388,16,2,1.0,No,One year,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Bank Transfer(automatic),3.402225,222.1721,3382.424,3,3,3,3,4,2,3,3
4262,4263,4263,Q754506,d00ca161-6e18-4438-a40d-af90b767f814,Durham,NC,Durham,27705,36.02698,-78.98065,49019,Rural,America/New_York,Office manager,1.0,53,Regular High School Diploma,Unemployed,9683.56,Widowed,Female,No,13.74834,8,3,0.0,No,Two Year,No,No,Fiber Optic,No,No,Yes,No,No,No,Yes,No,No,Bank Transfer(automatic),3.160399,139.8276,400.9669,3,3,3,5,4,4,4,4
4263,4264,4264,V621966,1b004a0a-1dbc-4435-a97b-5efc1c6ecb11,Bronx,NY,Bronx,10459,40.82585,-73.89289,48351,Suburban,America/New_York,Heritage manager,0.0,53,Professional School Degree,Full Time,33186.785,Married,Female,Yes,7.945094,12,0,0.0,No,Month-to-month,Yes,Yes,None,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),36.19603,188.6462,1324.009,3,3,3,3,4,4,2,3
4268,4269,4269,X04255,1af74cff-f4d6-41f4-ab8d-8c3d5c9ace5f,Raleigh,NC,Wake,27616,35.86728,-78.53812,53364,Urban,America/New_York,Chiropractor,2.0,53,Regular High School Diploma,Full Time,53516.91,Never Married,Female,Yes,5.354774,10,0,0.0,Yes,Two Year,No,No,None,Yes,Yes,Yes,No,No,No,Yes,No,No,Mailed Check,7.244015,139.4355,1000.235,4,4,4,5,3,5,3,5
4278,4279,4279,I740777,14fbc328-dea3-4ef1-841d-8fce7c0f8112,Virginia Beach,VA,Virginia Beach,23462,36.8372,-76.15169,63659,Suburban,America/New_York,Sub,0.0,23,Master's Degree,Full Time,33186.785,Never Married,Female,No,12.64774,16,0,0.0,No,Two Year,Yes,No,None,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Electronic Check,24.09793,143.552,2427.968,3,3,4,4,2,4,4,4
4295,4296,4296,U736350,d74b078c-87f2-4159-959e-2d000d4366f1,Pensacola,FL,Escambia,32506,30.39181,-87.36807,36923,Urban,America/Chicago,Accommodation manager,3.0,45,Bachelor's Degree,Unemployed,33186.785,Separated,Male,Yes,11.21524,8,0,0.0,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Yes,No,No,Mailed Check,19.48354,138.0357,3382.424,4,3,4,1,5,3,3,3
4302,4303,4303,W96676,6f0ab256-375e-46f4-98c2-02701b874e11,San Antonio,TX,Bexar,78221,29.28018,-98.47826,39523,Urban,America/Chicago,Communications engineer,1.0,55,Bachelor's Degree,Full Time,29622.06,Never Married,Female,No,10.87883,12,0,2.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Bank Transfer(automatic),12.69881,174.2282,1469.855,3,2,2,2,4,3,3,3
4304,4305,4305,D671064,31d02b24-f979-49c4-8160-6427a6c48eac,Jacksonville,FL,Duval,32277,30.37275,-81.59459,32029,Suburban,America/New_York,"Teacher, secondary school",4.0,89,"Some College, 1 or More Years, No Degree",Full Time,61571.39,Divorced,Female,No,6.67892,16,0,1.0,No,Two Year,No,No,DSL,Yes,No,No,No,No,No,No,Yes,No,Credit Card (automatic),4.661936,128.119,946.0177,5,4,3,6,2,5,5,4
4309,4310,4310,G48472,ae8673b4-9b7f-43b0-8927-13541b1a2606,Jupiter,FL,Palm Beach,33458,26.93749,-80.13191,56642,Suburban,America/New_York,Psychiatric nurse,3.0,35,Associate's Degree,Full Time,46770.27,Separated,Male,No,12.08473,17,0,1.0,No,Month-to-month,No,Yes,None,Yes,Yes,No,Yes,No,No,No,No,No,Electronic Check,7.294292,136.4778,983.0214,5,3,3,4,4,3,4,5
4326,4327,4327,M771410,84f78700-c03d-4ad9-8b21-3ce2ac4549cc,Boone,NC,Watauga,28607,36.21773,-81.65502,35523,Rural,America/New_York,Accommodation manager,2.0,54,Regular High School Diploma,Student,23513.12,Never Married,Male,No,10.53419,6,1,1.0,No,Two Year,No,No,None,Yes,No,No,No,No,No,No,No,No,Electronic Check,36.19603,78.26467,638.1637,5,5,5,4,2,5,5,5
4332,4333,4333,B652550,5cf8c77b-56cb-4e58-8eaa-3bbb6355a848,Santa Cruz,CA,Santa Cruz,95062,36.97258,-121.9901,38028,Rural,America/Los_Angeles,Interior and spatial designer,4.0,85,Bachelor's Degree,Full Time,37525.01,Separated,Female,No,4.126768,12,3,0.0,Yes,One year,No,Yes,None,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Electronic Check,36.19603,159.8029,678.2091,5,5,4,5,3,5,4,5
4333,4334,4334,H842993,596177b4-e47b-4c13-a301-6781981535bc,Cumberland,RI,Providence,2864,41.97039,-71.41978,34624,Rural,America/New_York,Agricultural consultant,1.0,72,Associate's Degree,Full Time,12845.65,Separated,Female,No,10.96868,13,0,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No,No,Electronic Check,12.70316,150.292,3382.424,4,5,5,5,4,4,5,4
4343,4344,4344,Y161235,bff9f0d8-96ab-48e6-8609-bf695bdbf1e9,Garner,NC,Wake,27529,35.65233,-78.58172,48833,Rural,America/New_York,Bonds trader,8.0,54,Regular High School Diploma,Full Time,18231.63,Married,Female,No,9.259889,6,0,1.0,No,Two Year,No,No,None,Yes,No,Yes,No,No,No,No,Yes,No,Credit Card (automatic),11.19005,117.8354,1380.517,4,4,4,4,3,4,4,5
4349,4350,4350,B512858,17a1d606-4c19-4c53-babe-5566e6e7b8fd,Lawrenceville,GA,Gwinnett,30043,34.00303,-84.00745,90675,Urban,America/New_York,Ranger/warden,0.0,83,"Some College, 1 or More Years, No Degree",Retired,57119.13,Separated,Male,No,10.01811,14,1,0.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,No,No,No,Electronic Check,8.152935,124.2903,3382.424,3,3,3,4,2,3,3,4
4358,4359,4359,M985747,4345a231-4dc9-4c4a-8bd7-adf18739c82c,Clover,SC,York,29710,35.10647,-81.22035,35157,Suburban,America/New_York,Learning mentor,3.0,26,Nursery School to 8th Grade,Retired,20223.8,Never Married,Male,Yes,13.89962,13,1,1.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Electronic Check,22.30566,183.8533,2313.443,5,4,5,2,5,5,2,3
4370,4371,4371,D460465,28967090-b761-42f4-a6a1-d06743b1498a,Toledo,OH,Lucas,43615,41.65079,-83.67316,39786,Rural,America/New_York,"Programme researcher, broadcasting/film/video",4.0,53,Nursery School to 8th Grade,Full Time,27361.04,Widowed,Male,Yes,8.996886,10,0,0.0,No,Two Year,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Yes,Mailed Check,4.030411,159.7025,1097.688,4,3,5,4,4,3,4,5
4375,4376,4376,S433940,838601ca-bf21-43f8-af50-8c642fc4e028,Phoenix,AZ,Maricopa,85041,33.38586,-112.1088,62491,Suburban,America/Phoenix,Games developer,2.0,34,Nursery School to 8th Grade,Full Time,134838.8,Divorced,Male,Yes,7.134923,12,0,0.0,No,Two Year,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Credit Card (automatic),9.51775,200.8794,1892.445,3,3,4,3,3,4,4,4
4387,4388,4388,U799377,4dc53e31-cf67-4de6-9abd-1c471d053e83,Keller,TX,Tarrant,76248,32.92574,-97.22899,39376,Urban,America/Chicago,Diagnostic radiographer,0.0,21,Regular High School Diploma,Full Time,1193.66,Never Married,Male,Yes,6.450107,11,1,0.0,No,Month-to-month,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Bank Transfer(automatic),21.50913,206.5665,2422.231,5,4,4,3,3,5,4,4
4396,4397,4397,Q843780,c4066f50-95f3-4c65-bd24-8ab9b282a303,Saint Paul,MN,Washington,55110,45.09024,-93.00629,40336,Urban,America/Chicago,"Education officer, community",0.0,53,"Some College, 1 or More Years, No Degree",Student,33186.785,Married,Female,No,7.63904,11,2,0.0,No,Two Year,No,No,DSL,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Bank Transfer(automatic),1.15025,165.6204,830.9443,3,2,2,4,3,4,2,3
4403,4404,4404,U888719,b59ad0f4-dde9-45dd-a130-acd975f6dd19,Buda,TX,Hays,78610,30.07722,-97.83741,35142,Urban,America/Chicago,Animal nutritionist,1.0,53,Regular High School Diploma,Full Time,8874.14,Married,Male,No,7.0922,14,1,0.0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No,No,Electronic Check,8.547698,179.3221,1066.677,5,5,4,4,5,4,3,5
4410,4411,4411,W843152,65716e0e-ea14-4f69-8ba8-c0e0246d0e14,Hollywood,FL,Broward,33023,25.98941,-80.21534,73671,Rural,America/New_York,"Scientist, research (maths)",2.0,51,Bachelor's Degree,Unemployed,18970.04,Married,Female,No,5.548184,14,0,1.0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,Yes,Mailed Check,13.84934,169.2807,1456.422,5,6,5,2,4,3,4,4
4430,4431,4431,X368087,b89ced97-86bb-444c-950b-cee883a6e2dc,Kent,WA,King,98032,47.39234,-122.2587,38016,Rural,America/Los_Angeles,Building surveyor,1.0,53,"Some College, 1 or More Years, No Degree",Unemployed,11574.18,Divorced,Female,Yes,10.6246,12,1,0.0,No,Month-to-month,Yes,No,None,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Mailed Check,2.382538,189.0662,788.1036,3,4,3,5,4,5,3,4
4452,4453,4453,F489040,f605462a-7ee3-4f36-99e2-10020cb19c57,Los Angeles,CA,Los Angeles,90026,34.07927,-118.263,69589,Suburban,America/Los_Angeles,Plant breeder/geneticist,1.0,45,Bachelor's Degree,Part Time,33186.785,Divorced,Male,No,41.07976,12,0,0.0,No,Two Year,No,No,DSL,Yes,No,No,Yes,No,No,No,No,Yes,Mailed Check,8.342325,143.9066,1377.652,2,2,3,3,4,1,2,3
4463,4464,4464,J54482,d150bee1-b61d-47e8-8733-bc9011ae2544,Dearborn,MI,Wayne,48126,42.32556,-83.18336,48099,Rural,America/Detroit,"Teacher, English as a foreign language",2.0,82,"Some College, 1 or More Years, No Degree",Full Time,33186.785,Widowed,Male,Yes,14.60593,15,0,0.0,No,Month-to-month,No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,6.403708,224.6635,3382.424,4,4,2,3,3,5,4,4
4466,4467,4467,D860746,a1349831-c5b1-49ed-9130-aaf1976b36cb,Asheville,NC,Buncombe,28806,35.57236,-82.6143,42650,Rural,America/New_York,"Teacher, early years/pre",1.0,54,Doctorate Degree,Full Time,41931.72,Widowed,Female,No,6.929537,11,1,2.0,No,One year,No,No,Fiber Optic,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Bank Transfer(automatic),9.894265,215.1099,1338.62,3,4,3,4,4,3,3,4
4478,4479,4479,Z205002,baff5f5d-a57b-4ef6-a196-9d8f095c5c4e,Banning,CA,Riverside,92220,33.94893,-116.8324,33014,Rural,America/Los_Angeles,"Embryologist, clinical",1.0,37,GED or Alternative Credential,Unemployed,7588.08,Widowed,Female,Yes,35.86022,12,1,0.0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,No,No,Electronic Check,36.19603,211.8926,664.5639,2,3,2,3,5,3,4,2
4508,4509,4509,E772271,3c5dcc91-6505-4b3f-8d9b-d0876b6be628,La Porte,TX,Harris,77571,29.69049,-95.05358,37360,Rural,America/Chicago,Medical secretary,0.0,50,Master's Degree,Part Time,25990.9,Married,Male,Yes,15.47345,15,1,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Yes,Mailed Check,10.88666,147.5084,1129.578,6,5,3,4,3,4,4,4
4514,4515,4515,V385446,a7ddba82-b952-4832-b5b4-8cd056e2bcb6,Cordova,TN,Shelby,38016,35.17981,-89.75885,47757,Urban,America/Chicago,Sport and exercise psychologist,7.0,89,"Some College, 1 or More Years, No Degree",Student,33186.785,Widowed,Female,Yes,10.50442,11,0,1.0,No,Two Year,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),5.379951,259.38,1640.269,3,3,5,3,5,3,3,4
4515,4516,4516,B388820,daa215d9-aa12-4ab4-966a-14d599f4f261,Riverside,CA,Riverside,92507,33.97099,-117.3249,57886,Urban,America/Los_Angeles,"Conservation officer, historic buildings",1.0,18,Bachelor's Degree,Student,21768.05,Divorced,Male,Yes,13.74456,10,0,0.0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Mailed Check,36.19603,174.1145,1377.345,3,3,3,3,2,3,2,3
4519,4520,4520,N333825,72b96599-a40c-4137-a87b-86d4eaeb6514,Goose Creek,SC,Berkeley,29445,32.99778,-79.99007,60033,Suburban,America/New_York,"Teacher, early years/pre",1.0,44,Master's Degree,Retired,34790.72,Never Married,Female,No,9.75776,10,1,0.0,No,Two Year,Yes,No,None,Yes,No,No,No,No,No,Yes,No,No,Bank Transfer(automatic),22.28926,106.0007,3382.424,4,3,3,5,3,5,3,4
4531,4532,4532,B844433,192cf9f5-941f-4dea-bd2c-9d4b91c13d81,Rohnert Park,CA,Sonoma,94928,38.34642,-122.6942,44103,Urban,America/Los_Angeles,"Teacher, music",9.0,61,Regular High School Diploma,Part Time,35831.39,Divorced,Male,No,8.737435,9,0,1.0,No,One year,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Yes,No,No,Electronic Check,8.652909,142.029,3382.424,4,4,3,2,4,2,4,3
4536,4537,4537,Z812779,8b883b25-4048-4284-9cd1-df06965790bb,Arvada,CO,Jefferson,80004,39.81472,-105.1236,37042,Urban,America/Denver,Metallurgist,1.0,84,Regular High School Diploma,Part Time,42889.58,Never Married,Male,No,10.57485,14,2,0.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Credit Card (automatic),21.55836,144.2513,1835.576,2,2,2,4,4,4,4,4
4571,4572,4572,D868252,c5b7be9e-ea8d-4c12-bbce-5b1f4e0f6899,San Diego,CA,San Diego,92122,32.85926,-117.1701,48438,Urban,America/Los_Angeles,"Radiographer, diagnostic",1.0,32,Bachelor's Degree,Full Time,20998.16,Divorced,Female,No,9.963815,10,0,1.0,No,Month-to-month,No,Yes,None,Yes,No,No,No,Yes,No,Yes,No,Yes,Credit Card (automatic),11.88328,117.8833,1309.247,3,3,3,3,4,3,2,3
4604,4605,4605,Z192393,6a51f8a8-a467-4687-b3d2-18f500360117,Greeley,CO,Weld,80631,40.4414,-104.6763,55857,Suburban,America/Denver,Teaching laboratory technician,0.0,21,Bachelor's Degree,Full Time,82130.46,Married,Male,No,8.67944,11,0,0.0,No,One year,Yes,No,DSL,Yes,No,No,Yes,No,No,No,Yes,No,Bank Transfer(automatic),7.445235,150.4584,1450.16,4,3,4,3,5,5,2,3
4636,4637,4637,S782248,baa19344-bfbb-4f2c-80b9-9d77b4bb5000,Humble,TX,Harris,77396,29.94821,-95.25987,57775,Rural,America/Chicago,Horticultural therapist,2.0,21,Regular High School Diploma,Student,33186.785,Widowed,Female,Yes,12.64203,15,2,1.0,No,One year,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Electronic Check,12.4341,207.5078,3382.424,2,2,4,3,4,3,4,3
4657,4658,4658,Q696354,8ff66ea5-57eb-4fa9-998f-e46420ef2d19,Saint Paul,MN,Ramsey,55109,45.01463,-93.0261,34135,Rural,America/Chicago,Chartered accountant,0.0,23,Master's Degree,Part Time,62214.19,Never Married,Female,Yes,11.94389,13,2,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,No,Mailed Check,7.019257,181.7142,3382.424,4,3,5,3,6,3,2,3
4666,4667,4667,P661153,b1728506-0063-4f7a-90ef-c9f4031745c0,Dunedin,FL,Pinellas,34698,28.03398,-82.7796,38909,Suburban,America/New_York,"Designer, multimedia",2.0,84,Bachelor's Degree,Full Time,33186.785,Separated,Female,Yes,40.63428,12,1,2.0,Yes,Month-to-month,Yes,Yes,None,Yes,No,No,No,Yes,No,Yes,No,No,Bank Transfer(automatic),4.946157,156.5389,3382.424,3,2,3,4,2,4,4,4
4672,4673,4673,T380611,d79ab1c6-ffb4-4d3c-bafc-4593f8a18e70,Chandler,AZ,Maricopa,85286,33.27106,-111.8312,42979,Rural,America/Phoenix,Toxicologist,1.0,53,Master's Degree,Full Time,33186.785,Divorced,Male,No,10.58685,12,2,1.0,No,One year,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,No,Credit Card (automatic),10.61246,168.1147,1190.057,3,2,4,3,3,3,2,3
4679,4680,4680,Z483037,f83af855-5582-4b9a-bb93-d4a9b114b405,Raleigh,NC,Wake,27612,35.85333,-78.71023,38748,Suburban,America/New_York,Public affairs consultant,3.0,64,GED or Alternative Credential,Part Time,33186.785,Divorced,Male,No,8.767119,14,3,0.0,No,Month-to-month,No,Yes,None,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Credit Card (automatic),9.914638,159.6153,3382.424,3,4,4,5,5,3,3,2
4711,4712,4712,X147035,971ddb85-f9e0-4268-bd9d-3479497c73c7,Edwardsville,IL,Madison,62025,38.83058,-89.93325,34313,Rural,America/Chicago,"Solicitor, Scotland",0.0,65,"Some College, 1 or More Years, No Degree",Full Time,9626.88,Divorced,Female,Yes,10.4469,12,2,0.0,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Bank Transfer(automatic),6.027061,205.5245,761.3473,3,3,3,4,2,5,3,3
4717,4718,4718,S682687,052d34e8-d655-4c63-b275-03c41fa1b4a4,Buford,GA,Gwinnett,30518,34.13193,-84.02636,52688,Suburban,America/New_York,"Designer, graphic",0.0,52,Doctorate Degree,Full Time,59958.03,Widowed,Male,No,8.901086,7,1,0.0,No,One year,No,No,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,No,Electronic Check,5.793869,173.3648,3382.424,3,5,6,2,4,3,4,4
4729,4730,4730,D347113,9478e458-42a6-423d-8584-23c5b63d98f0,Glendale,AZ,Maricopa,85301,33.53176,-112.178,68300,Urban,America/Phoenix,Stage manager,2.0,28,"Some College, 1 or More Years, No Degree",Full Time,79152.4,Never Married,Male,Yes,9.103164,10,0,0.0,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Credit Card (automatic),5.364231,239.1345,1145.097,5,4,4,4,3,3,5,4
4730,4731,4731,C548406,c88c5669-5469-4f32-a158-3405923f7121,Henderson,NV,Clark,89014,36.06172,-115.0581,39698,Urban,America/Los_Angeles,Editorial assistant,0.0,23,"Some College, Less than 1 Year",Student,40368.33,Married,Female,No,12.62422,16,1,2.0,No,One year,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Electronic Check,14.86565,152.8878,2009.785,5,5,5,4,4,5,4,4
4742,4743,4743,C36783,4204e941-35f9-4f29-b8dc-1c9dfc67005a,Perris,CA,Riverside,92570,33.7852,-117.3166,60944,Rural,America/Los_Angeles,Water engineer,1.0,44,"Some College, 1 or More Years, No Degree",Full Time,12187.37,Divorced,Male,No,11.23537,10,0,2.0,No,Two Year,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,No,No,No,Electronic Check,1.726448,119.5272,847.9529,5,4,4,2,3,4,4,4
4750,4751,4751,J865464,a142588d-9dcb-422f-b453-ac72ce362036,Charleston,SC,Charleston,29407,32.79914,-79.99868,34315,Urban,America/New_York,Broadcast journalist,1.0,51,Regular High School Diploma,Unemployed,24376.36,Divorced,Female,Yes,9.428137,14,1,0.0,No,Month-to-month,Yes,No,None,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,13.89557,220.615,1745.25,4,3,5,5,3,4,3,4
4752,4753,4753,S838605,2897ba8d-5e81-42db-be08-459e915a6173,Gallatin,TN,Sumner,37066,36.39872,-86.45526,50328,Rural,America/Chicago,Set designer,2.0,24,Nursery School to 8th Grade,Full Time,33186.785,Widowed,Male,No,9.718354,18,3,0.0,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Yes,No,No,Electronic Check,11.89052,151.5017,1871.355,5,4,4,4,1,4,5,5
